Sample label;Latitude (start of trawl);Longitude (start of trawl);Latitude 2 (end of trawl);Longitude 2 (end of trawl);Bathy depth [m] (start of trawl);Bathy depth [m] (end of trawl);Date/Time (start of trawl);Date/Time (end of trawl);Habitat;Mass [g] (total);Mass [g] (subsample);O. eperlanus TL [mm];O. eperlanus [#];Sal (PSU);Temp [Â°C] (at surface);
Sylt-5 trawl 12;54,998667;8,427833;54,9925;8,426;3,6;2,5;2009-12-08T08:30;2009-12-08T08:45;Benthic;;;80;1;28,4;5,7;
Sylt-5 trawl 12;54,998667;8,427833;54,9925;8,426;3,6;2,5;2009-12-08T08:30;2009-12-08T08:45;Benthic;;;85;3;28,4;5,7;
Sylt-5 trawl 12;54,998667;8,427833;54,9925;8,426;3,6;2,5;2009-12-08T08:30;2009-12-08T08:45;Benthic;;;90;1;28,4;5,7;
Sylt-5 trawl 12;54,998667;8,427833;54,9925;8,426;3,6;2,5;2009-12-08T08:30;2009-12-08T08:45;Benthic;;;100;1;28,4;5,7;
Sylt-5 trawl 12;54,998667;8,427833;54,9925;8,426;3,6;2,5;2009-12-08T08:30;2009-12-08T08:45;Benthic;;;105;1;28,4;5,7;
Sylt-5 trawl 12;54,998667;8,427833;54,9925;8,426;3,6;2,5;2009-12-08T08:30;2009-12-08T08:45;Benthic;;;110;1;28,4;5,7;
Sylt-5 trawl 12;54,998667;8,427833;54,9925;8,426;3,6;2,5;2009-12-08T08:30;2009-12-08T08:45;Benthic;;;115;2;28,4;5,7;
Sylt-6 trawl 11;54,932333;8,395167;54,940667;8,405833;4,9;7,9;2009-11-17T09:52;2009-11-17T10:07;Benthic;;;190;1;28,8;8;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;8;6,2;2009-02-18T10:36;2009-02-18T10:51;Benthic;;;55;3;27;0,8;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;8;6,2;2009-02-18T10:36;2009-02-18T10:51;Benthic;;;60;2;27;0,8;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;8;6,2;2009-02-18T10:36;2009-02-18T10:51;Benthic;;;75;1;27;0,8;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;8;6,2;2009-02-18T10:36;2009-02-18T10:51;Benthic;;;80;1;27;0,8;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;8;6,2;2009-02-18T10:36;2009-02-18T10:51;Benthic;;;85;1;27;0,8;
Sylt-6 trawl 6;54,932333;8,395167;54,940667;8,405833;5,6;3,8;2009-06-11T11:40;2009-06-11T11:55;Benthic;;;180;1;29,5;13,5;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,4;2,1;2009-01-13T11:44;2009-01-13T11:59;Benthic;;;65;1;28,3;2,4;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;2,9;2,7;2009-02-18T09:35;2009-02-18T09:50;Benthic;;;60;1;27,1;0,9;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;2,9;2,7;2009-02-18T09:35;2009-02-18T09:50;Benthic;;;95;1;27,1;0,9;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;2,9;2,7;2009-02-18T09:35;2009-02-18T09:50;Benthic;;;100;2;27,1;0,9;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;2,9;2,7;2009-02-18T09:35;2009-02-18T09:50;Benthic;;;110;1;27,1;0,9;
Sylt-7 trawl 6;54,940833;8,399833;54,948167;8,416333;2,3;1,9;2009-06-11T11:03;2009-06-11T11:18;Benthic;;;150;2;29,5;13,5;
Sylt-7 trawl 6;54,940833;8,399833;54,948167;8,416333;2,3;1,9;2009-06-11T11:03;2009-06-11T11:18;Benthic;;;195;1;29,5;13,5;
Sylt-7 trawl 7;54,940833;8,399833;54,948167;8,416333;3;2,8;2009-07-14T09:13;2009-07-14T09:28;Benthic;;;175;1;31;18,6;
Sylt-7 trawl 7;54,940833;8,399833;54,948167;8,416333;3;2,8;2009-07-14T09:13;2009-07-14T09:28;Benthic;;;180;1;31;18,6;
Sylt-3 trawl 1;55,028;8,450167;55,037667;8,457;2,2;3,5;2009-01-12T09:26;2009-01-12T09:41;Benthic;;;95;1;28,1;2;
Sylt-3 trawl 1;55,028;8,450167;55,037667;8,457;2,2;3,5;2009-01-12T09:26;2009-01-12T09:41;Benthic;;;105;1;28,1;2;
Sylt-3 trawl 1;55,028;8,450167;55,037667;8,457;2,2;3,5;2009-01-12T09:26;2009-01-12T09:41;Benthic;;;120;1;28,1;2;
Sylt-3 trawl 1;55,028;8,450167;55,037667;8,457;2,2;3,5;2009-01-12T09:26;2009-01-12T09:41;Benthic;;;130;1;28,1;2;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;3,6;2;2009-01-13T10:47;2009-01-13T11:02;Benthic;;;65;1;28,5;2,4;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;3,6;2;2009-01-13T10:47;2009-01-13T11:02;Benthic;;;70;1;28,5;2,4;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;3,6;2;2009-01-13T10:47;2009-01-13T11:02;Benthic;;;75;2;28,5;2,4;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;3,6;2;2009-01-13T10:47;2009-01-13T11:02;Benthic;;;100;1;28,5;2,4;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;3,6;2;2009-01-13T10:47;2009-01-13T11:02;Benthic;;;115;1;28,5;2,4;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;6,6;6,8;2009-01-13T12:11;2009-01-13T12:26;Benthic;;;90;4;28,3;2,4;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;6,6;6,8;2009-01-13T12:11;2009-01-13T12:26;Benthic;;;95;2;28,3;2,4;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;6,6;6,8;2009-01-13T12:11;2009-01-13T12:26;Benthic;;;100;2;28,3;2,4;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;6,6;6,8;2009-01-13T12:11;2009-01-13T12:26;Benthic;;;105;1;28,3;2,4;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;6,6;6,8;2009-01-13T12:11;2009-01-13T12:26;Benthic;;;110;4;28,3;2,4;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;6,6;6,8;2009-01-13T12:11;2009-01-13T12:26;Benthic;;;120;1;28,3;2,4;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;6,6;6,8;2009-01-13T12:11;2009-01-13T12:26;Benthic;;;130;1;28,3;2,4;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,4;2,1;2009-01-13T11:44;2009-01-13T11:59;Benthic;;;80;1;28,3;2,4;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,4;2,1;2009-01-13T11:44;2009-01-13T11:59;Benthic;;;110;1;28,3;2,4;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,4;2,1;2009-01-13T11:44;2009-01-13T11:59;Benthic;;;115;1;28,3;2,4;
Sylt-1 trawl 2;55,05555;8,438433;55,0512;8,4534;14,3;9,3;2009-02-17T09:27;2009-02-17T09:42;Benthic;;;75;1;28,6;1,2;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;8;6,2;2009-02-18T10:36;2009-02-18T10:51;Benthic;;;90;1;27;0,8;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;8;6,2;2009-02-18T10:36;2009-02-18T10:51;Benthic;;;95;2;27;0,8;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;8;6,2;2009-02-18T10:36;2009-02-18T10:51;Benthic;;;100;3;27;0,8;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;8;6,2;2009-02-18T10:36;2009-02-18T10:51;Benthic;;;110;1;27;0,8;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;8;6,2;2009-02-18T10:36;2009-02-18T10:51;Benthic;;;115;1;27;0,8;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;8;6,2;2009-02-18T10:36;2009-02-18T10:51;Benthic;;;125;2;27;0,8;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;10,1;8,6;2009-02-17T10:18;2009-02-17T10:32;Benthic;;;100;1;29;1,3;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;5,7;4,7;2009-02-17T14:12;2009-02-17T14:27;Benthic;;;90;2;26,2;1,1;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;5,7;4,7;2009-02-17T14:12;2009-02-17T14:27;Benthic;;;100;1;26,2;1,1;
Sylt-6 trawl 10;54,932333;8,395167;54,940667;8,405833;6,7;4,6;2009-10-20T10:15;2009-10-20T10:30;Benthic;;;175;1;29,1;8;
Sylt-6 trawl 10;54,932333;8,395167;54,940667;8,405833;6,7;4,6;2009-10-20T10:15;2009-10-20T10:30;Benthic;;;180;2;29,1;8;
Sylt-6 trawl 10;54,932333;8,395167;54,940667;8,405833;6,7;4,6;2009-10-20T10:15;2009-10-20T10:30;Benthic;;;185;2;29,1;8;
Sylt-6 trawl 10;54,932333;8,395167;54,940667;8,405833;6,7;4,6;2009-10-20T10:15;2009-10-20T10:30;Benthic;;;200;2;29,1;8;
Sylt-2 trawl 12;55,036;8,463283;55,0316;8,46875;6,4;7,2;2009-12-07T11:35;2009-12-07T12:08;Benthic;;;50;1;27,8;5,9;
Sylt-2 trawl 12;55,036;8,463283;55,0316;8,46875;6,4;7,2;2009-12-07T11:35;2009-12-07T12:08;Benthic;;;55;1;27,8;5,9;
Sylt-2 trawl 12;55,036;8,463283;55,0316;8,46875;6,4;7,2;2009-12-07T11:35;2009-12-07T12:08;Benthic;;;65;1;27,8;5,9;
Sylt-2 trawl 12;55,036;8,463283;55,0316;8,46875;6,4;7,2;2009-12-07T11:35;2009-12-07T12:08;Benthic;;;70;1;27,8;5,9;
Sylt-2 trawl 12;55,036;8,463283;55,0316;8,46875;6,4;7,2;2009-12-07T11:35;2009-12-07T12:08;Benthic;;;75;2;27,8;5,9;
Sylt-2 trawl 12;55,036;8,463283;55,0316;8,46875;6,4;7,2;2009-12-07T11:35;2009-12-07T12:08;Benthic;;;80;4;27,8;5,9;
Sylt-2 trawl 12;55,036;8,463283;55,0316;8,46875;6,4;7,2;2009-12-07T11:35;2009-12-07T12:08;Benthic;;;85;2;27,8;5,9;
Sylt-2 trawl 12;55,036;8,463283;55,0316;8,46875;6,4;7,2;2009-12-07T11:35;2009-12-07T12:08;Benthic;;;90;3;27,8;5,9;
Sylt-2 trawl 12;55,036;8,463283;55,0316;8,46875;6,4;7,2;2009-12-07T11:35;2009-12-07T12:08;Benthic;;;95;1;27,8;5,9;
Sylt-2 trawl 12;55,036;8,463283;55,0316;8,46875;6,4;7,2;2009-12-07T11:35;2009-12-07T12:08;Benthic;;;100;6;27,8;5,9;
Sylt-2 trawl 12;55,036;8,463283;55,0316;8,46875;6,4;7,2;2009-12-07T11:35;2009-12-07T12:08;Benthic;;;110;1;27,8;5,9;
Sylt-2 trawl 12;55,036;8,463283;55,0316;8,46875;6,4;7,2;2009-12-07T11:35;2009-12-07T12:08;Benthic;;;120;1;27,8;5,9;
Sylt-3 trawl 12;55,028;8,450167;55,037667;8,457;2;3,7;2009-12-07T10:00;2009-12-07T10:15;Benthic;;;100;1;28,7;6,4;
Sylt-7 trawl 12;54,940833;8,399833;54,948167;8,416333;2,9;2,8;2009-12-08T09:25;2009-12-08T09:40;Benthic;;;85;1;27,7;5,3;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;4,1;8,5;2009-01-13T12:37;2009-01-13T12:52;Pelagic;;;60;1;28,3;2,4;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;7,2;6,2;2009-04-22T09:26;2009-04-22T09:41;Pelagic;;;135;1;27,3;12,2;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;7,2;6,2;2009-04-22T09:26;2009-04-22T09:41;Pelagic;;;120;1;27,3;12,2;
Sylt-1 trawl 12;55,05685;8,43225;55,05415;8,444933;14,7;12,9;2009-12-07T11:04;2009-12-07T11:19;Pelagic;;;65;1;29,2;6,8;
Sylt-1 trawl 12;55,05685;8,43225;55,05415;8,444933;14,7;12,9;2009-12-07T11:04;2009-12-07T11:19;Pelagic;;;110;1;29,2;6,8;
Sylt-2 trawl 12;55,019283;8,4554;55,0319;8,468083;12;7,1;2009-12-07T12:32;2009-12-07T12:47;Pelagic;;;100;1;27,8;5,9;
Sylt-2 trawl 12;55,019283;8,4554;55,0319;8,468083;12;7,1;2009-12-07T12:32;2009-12-07T12:47;Pelagic;;;125;1;27,8;5,9;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;4,1;8,5;2009-01-13T12:37;2009-01-13T12:52;Pelagic;;;75;1;28,3;2,4;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;4,1;8,5;2009-01-13T12:37;2009-01-13T12:52;Pelagic;;;90;1;28,3;2,4;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;4,1;8,5;2009-01-13T12:37;2009-01-13T12:52;Pelagic;;;100;2;28,3;2,4;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;4,1;8,5;2009-01-13T12:37;2009-01-13T12:52;Pelagic;;;105;1;28,3;2,4;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;4,1;8,5;2009-01-13T12:37;2009-01-13T12:52;Pelagic;;;120;1;28,3;2,4;
Sylt-1 trawl 2;55,05685;8,43225;55,05415;8,444933;13,2;13,6;2009-02-17T12:10;2009-02-17T12:25;Pelagic;;;90;1;28,4;1,2;
Sylt-6 trawl 6;54,931667;8,394833;54,944;8,4145;4,8;5;2009-06-11T12:23;2009-06-11T12:38;Pelagic;;;135;1;29,5;13,5;
Sylt-6 trawl 10;54,931667;8,394833;54,944;8,4145;5,3;4;2009-10-20T10:44;2009-10-20T10:59;Pelagic;;;185;1;29,1;8;
Sylt-4 trawl 12;55,000833;8,4315;54,9925;8,4365;11,2;8,8;2009-12-07T13:56;2009-12-07T14:12;Pelagic;;;55;1;27,6;5,4;
Sylt-4 trawl 12;55,000833;8,4315;54,9925;8,4365;11,2;8,8;2009-12-07T13:56;2009-12-07T14:12;Pelagic;;;80;1;27,6;5,4;
Sylt-4 trawl 12;55,000833;8,4315;54,9925;8,4365;11,2;8,8;2009-12-07T13:56;2009-12-07T14:12;Pelagic;;;85;1;27,6;5,4;
Sylt-4 trawl 12;55,000833;8,4315;54,9925;8,4365;11,2;8,8;2009-12-07T13:56;2009-12-07T14:12;Pelagic;;;95;2;27,6;5,4;
Sylt-6 trawl 12;54,931667;8,394833;54,944;8,4145;7,1;8,2;2009-12-08T09:57;2009-12-08T10:10;Pelagic;;;65;1;27,7;5,3;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;14,5;15,2;2010-03-16T11:43;2010-03-16T11:58;Benthic;;;60;1;28,1;1,4;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;14,5;15,2;2010-03-16T11:43;2010-03-16T11:58;Benthic;;;70;1;28,1;1,4;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;14,5;15,2;2010-03-16T11:43;2010-03-16T11:58;Benthic;;;75;1;28,1;1,4;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;4,3;5,8;2010-03-17T10:40;2010-03-17T10:55;Benthic;;;50;1;26,6;3,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;4,3;5,8;2010-03-17T10:40;2010-03-17T10:55;Benthic;;;65;3;26,6;3,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;4,3;5,8;2010-03-17T10:40;2010-03-17T10:55;Benthic;;;70;5;26,6;3,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;4,3;5,8;2010-03-17T10:40;2010-03-17T10:55;Benthic;;;75;1;26,6;3,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;4,3;5,8;2010-03-17T10:40;2010-03-17T10:55;Benthic;;;80;2;26,6;3,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;4,3;5,8;2010-03-17T10:40;2010-03-17T10:55;Benthic;;;85;3;26,6;3,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;4,3;5,8;2010-03-17T10:40;2010-03-17T10:55;Benthic;;;90;2;26,6;3,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;4,3;5,8;2010-03-17T10:40;2010-03-17T10:55;Benthic;;;100;2;26,6;3,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;4,3;5,8;2010-03-17T10:40;2010-03-17T10:55;Benthic;;;105;1;26,6;3,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;4,3;5,8;2010-03-17T10:40;2010-03-17T10:55;Benthic;;;115;1;26,6;3,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;4,3;5,8;2010-03-17T10:40;2010-03-17T10:55;Benthic;;;125;1;26,6;3,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;4,3;5,8;2010-03-17T10:40;2010-03-17T10:55;Benthic;;;130;1;26,6;3,2;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;9,5;8,1;2010-03-16T11:07;2010-03-16T11:22;Benthic;;;65;1;27,1;1,7;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;9,5;8,1;2010-03-16T11:07;2010-03-16T11:22;Benthic;;;85;1;27,1;1,7;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;3,5;2,7;2010-03-17T09:02;2010-03-17T09:17;Benthic;;;85;1;26,6;2,7;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;7,6;4,3;2010-03-17T13:09;2010-03-17T13:24;Benthic;;;60;1;26,2;2,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;7,6;4,3;2010-03-17T13:09;2010-03-17T13:24;Benthic;;;85;1;26,2;2,5;
Sylt-6 trawl 8;54,932333;8,395167;54,940667;8,405833;5,2;5,8;2010-10-14T10:30;2010-10-14T10:45;Benthic;;;150;1;28,6;11,8;
Sylt-2 trawl 9;55,036;8,463283;55,0316;8,46875;10,5;8,3;2010-11-17T10:10;2010-10-17T10:25;Benthic;;;60;1;27,9;7,2;
Sylt-2 trawl 9;55,036;8,463283;55,0316;8,46875;10,5;8,3;2010-11-17T10:10;2010-10-17T10:25;Benthic;;;75;1;27,9;7,2;
Sylt-2 trawl 9;55,036;8,463283;55,0316;8,46875;10,5;8,3;2010-11-17T10:10;2010-10-17T10:25;Benthic;;;80;1;27,9;7,2;
Sylt-2 trawl 9;55,036;8,463283;55,0316;8,46875;10,5;8,3;2010-11-17T10:10;2010-10-17T10:25;Benthic;;;105;1;27,9;7,2;
Sylt-2 trawl 9;55,036;8,463283;55,0316;8,46875;10,5;8,3;2010-11-17T10:10;2010-10-17T10:25;Benthic;;;125;1;27,9;7,2;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;6,3;11,9;2010-03-16T12:15;2010-03-16T12:30;Benthic;;;50;1;27,4;1,6;
Sylt-7 trawl 5;54,940833;8,399833;54,948167;8,416333;2,3;2,1;2010-07-14T09:17;2010-07-14T09:32;Benthic;;;165;1;30,7;21,6;
Sylt-3 trawl 9;55,028;8,450167;55,037667;8,457;2,3;3,2;2010-11-17T08:18;2010-11-17T08:33;Benthic;;;130;1;27;6,8;
Sylt-3 trawl 9;55,028;8,450167;55,037667;8,457;2,3;3,2;2010-11-17T08:18;2010-11-17T08:33;Benthic;;;60;1;27;6,8;
Sylt-3 trawl 9;55,028;8,450167;55,037667;8,457;2,3;3,2;2010-11-17T08:18;2010-11-17T08:33;Benthic;;;55;1;27;6,8;
Sylt-2 trawl 1;55,030667;8,4644;55,01715;8,449767;9,4;10,8;2010-03-16T12:43;2010-03-16T12:58;Pelagic;;;55;1;27,4;1,6;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;4;4,9;2010-03-17T11:10;2010-03-17T11:25;Pelagic;;;55;1;26,6;3,2;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;4;4,9;2010-03-17T11:10;2010-03-17T11:25;Pelagic;;;60;2;26,6;3,2;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;4;4,9;2010-03-17T11:10;2010-03-17T11:25;Pelagic;;;65;1;26,6;3,2;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;4;4,9;2010-03-17T11:10;2010-03-17T11:25;Pelagic;;;95;1;26,6;3,2;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;4;4,9;2010-03-17T11:10;2010-03-17T11:25;Pelagic;;;100;1;26,6;3,2;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;4;4,9;2010-03-17T11:10;2010-03-17T11:25;Pelagic;;;120;1;26,6;3,2;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;4;4,9;2010-03-17T11:10;2010-03-17T11:25;Pelagic;;;125;1;26,6;3,2;
Sylt-4 trawl 1;55,000833;8,4315;54,9925;8,4365;10,1;5,9;2010-03-16T13:42;2010-03-16T13:57;Pelagic;;;70;1;26,7;1,9;
Sylt-2 trawl 9;55,030667;8,4644;55,01715;8,449767;12,9;10,7;2010-11-17T10:40;2010-11-17T10:55;Pelagic;;;65;1;27,9;7,2;
Sylt-6 trawl 5;54,931667;8,394833;54,944;8,4145;9,9;;2010-07-14T10:10;2010-07-14T10:25;Pelagic;;;170;1;30,7;21,6;
Sylt-3 trawl 1;55,027167;8,447767;55,036567;8,455;4;2,9;2011-01-17T09:12;2011-01-17T09:27;Benthic;;;85;1;27,3;0,7;
Sylt-3 trawl 1;55,027167;8,447767;55,036567;8,455;4;2,9;2011-01-17T09:12;2011-01-17T09:27;Benthic;;;115;1;27,3;0,7;
Sylt-1 trawl 1;55,05585;8,439483;55,047833;8,463517;15,6;12,4;2011-01-17T09:53;2011-01-17T10:08;Pelagic;;;55;1;28,3;0,8;
Sylt-1 trawl 1;55,05585;8,439483;55,047833;8,463517;15,6;12,4;2011-01-17T09:53;2011-01-17T10:08;Pelagic;;;60;1;28,3;0,8;
Sylt-1 trawl 1;55,05585;8,439483;55,047833;8,463517;15,6;12,4;2011-01-17T09:53;2011-01-17T10:08;Pelagic;;;80;1;28,3;0,8;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;11;12,3;2011-01-17T10:25;2011-01-17T10:40;Benthic;;;90;1;28,3;0,8;
Sylt-2 trawl 1;55,036;8,46875;55,0316;8,463283;6,8;7,9;2011-01-17T10:55;2011-01-17T11:10;Benthic;;;55;1;28,4;0,5;
Sylt-2 trawl 1;55,036;8,46875;55,0316;8,463283;6,8;7,9;2011-01-17T10:55;2011-01-17T11:10;Benthic;;;75;1;28,4;0,5;
Sylt-2 trawl 1;55,036;8,46875;55,0316;8,463283;6,8;7,9;2011-01-17T10:55;2011-01-17T11:10;Benthic;;;80;1;28,4;0,5;
Sylt-2 trawl 1;55,036;8,46875;55,0316;8,463283;6,8;7,9;2011-01-17T10:55;2011-01-17T11:10;Benthic;;;90;1;28,4;0,5;
Sylt-2 trawl 1;55,036;8,46875;55,0316;8,463283;6,8;7,9;2011-01-17T10:55;2011-01-17T11:10;Benthic;;;95;1;28,4;0,5;
Sylt-2 trawl 1;55,036;8,46875;55,0316;8,463283;6,8;7,9;2011-01-17T10:55;2011-01-17T11:10;Benthic;;;100;1;28,4;0,5;
Sylt-2 trawl 1;55,030667;8,4644;55,01715;8,449767;13,1;11,8;2011-01-17T11:23;2011-01-17T11:38;Pelagic;;;55;1;28,4;0,5;
Sylt-2 trawl 1;55,030667;8,4644;55,01715;8,449767;13,1;11,8;2011-01-17T11:23;2011-01-17T11:38;Pelagic;;;70;1;28,4;0,5;
Sylt-2 trawl 1;55,030667;8,4644;55,01715;8,449767;13,1;11,8;2011-01-17T11:23;2011-01-17T11:38;Pelagic;;;80;1;28,4;0,5;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;8,1;12,8;2011-01-17T12:08;2011-01-17T12:23;Benthic;;;50;1;27,3;0,6;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;8,1;12,8;2011-01-17T12:08;2011-01-17T12:23;Benthic;;;55;1;27,3;0,6;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;8,1;12,8;2011-01-17T12:08;2011-01-17T12:23;Benthic;;;70;1;27,3;0,6;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;8,1;12,8;2011-01-17T12:08;2011-01-17T12:23;Benthic;;;75;1;27,3;0,6;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;8,1;12,8;2011-01-17T12:08;2011-01-17T12:23;Benthic;;;80;1;27,3;0,6;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;8,1;12,8;2011-01-17T12:08;2011-01-17T12:23;Benthic;;;85;1;27,3;0,6;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;8,1;12,8;2011-01-17T12:08;2011-01-17T12:23;Benthic;;;90;1;27,3;0,6;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;8,1;12,8;2011-01-17T12:08;2011-01-17T12:23;Benthic;;;105;1;27,3;0,6;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;8,1;12,8;2011-01-17T12:08;2011-01-17T12:23;Benthic;;;110;2;27,3;0,6;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;3,4;1,7;2011-01-18T09:15;2011-01-18T09:30;Benthic;;;60;1;26,9;1,5;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;3,4;1,7;2011-01-18T09:15;2011-01-18T09:30;Benthic;;;80;1;26,9;1,5;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;3,4;1,7;2011-01-18T09:15;2011-01-18T09:30;Benthic;;;85;1;26,9;1,5;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;3,4;1,7;2011-01-18T09:15;2011-01-18T09:30;Benthic;;;90;1;26,9;1,5;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,5;2,8;2011-01-18T09:55;2011-01-18T10:10;Benthic;;;55;2;27,6;1,4;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;8;;2011-01-18T10:58;2011-01-18T11:13;Benthic;;;60;1;27,6;1,4;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;8;;2011-01-18T10:58;2011-01-18T11:13;Benthic;;;80;1;27,6;1,4;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;8;;2011-01-18T10:58;2011-01-18T11:13;Benthic;;;85;2;27,6;1,4;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;8;;2011-01-18T10:58;2011-01-18T11:13;Benthic;;;90;1;27,6;1,4;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;8;;2011-01-18T10:58;2011-01-18T11:13;Benthic;;;100;2;27,6;1,4;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;8;;2011-01-18T10:58;2011-01-18T11:13;Benthic;;;120;3;27,6;1,4;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;8;;2011-01-18T10:58;2011-01-18T11:13;Benthic;;;130;2;27,6;1,4;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;8;;2011-01-18T10:58;2011-01-18T11:13;Benthic;;;135;1;27,6;1,4;
