Sample label;Latitude (start of trawl);Longitude (start of trawl);Latitude 2 (end of trawl);Longitude 2 (end of trawl);Bathy depth [m] (start of trawl);Bathy depth [m] (end of trawl);Date/Time (start of trawl);Date/Time (end of trawl);Habitat;Mass [g] (total);Mass [g] (subsample);O. eperlanus TL [mm];O. eperlanus [#];Sal (PSU);Temp [Â°C] (at surface);
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;7,2;8,1;2016-01-21T09:46;2016-01-21T10:01;Benthic;;;190;1;25,9;-0,2;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;8,5;6,5;2016-01-21T10:10;2016-01-21T10:25;Pelagic;;;60;3;25,9;-0,2;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;8,5;6,5;2016-01-21T10:10;2016-01-21T10:25;Pelagic;;;65;1;25,9;-0,2;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;8,5;6,5;2016-01-21T10:10;2016-01-21T10:25;Pelagic;;;70;1;25,9;-0,2;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;8,5;6,5;2016-01-21T10:10;2016-01-21T10:25;Pelagic;;;105;1;25,9;-0,2;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;8,5;6,5;2016-01-21T10:10;2016-01-21T10:25;Pelagic;;;170;1;25,9;-0,2;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;6,1;4,8;2016-01-21T11:25;2016-01-21T11:40;Benthic;;;55;1;28,7;1,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;6,1;4,8;2016-01-21T11:25;2016-01-21T11:40;Benthic;;;60;3;28,7;1,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;6,1;4,8;2016-01-21T11:25;2016-01-21T11:40;Benthic;;;65;1;28,7;1,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;6,1;4,8;2016-01-21T11:25;2016-01-21T11:40;Benthic;;;70;2;28,7;1,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;6,1;4,8;2016-01-21T11:25;2016-01-21T11:40;Benthic;;;80;1;28,7;1,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;6,1;4,8;2016-01-21T11:25;2016-01-21T11:40;Benthic;;;85;3;28,7;1,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;6,1;4,8;2016-01-21T11:25;2016-01-21T11:40;Benthic;;;100;2;28,7;1,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;6,1;4,8;2016-01-21T11:25;2016-01-21T11:40;Benthic;;;105;3;28,7;1,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;6,1;4,8;2016-01-21T11:25;2016-01-21T11:40;Benthic;;;110;1;28,7;1,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;6,1;4,8;2016-01-21T11:25;2016-01-21T11:40;Benthic;;;115;1;28,7;1,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;6,1;4,8;2016-01-21T11:25;2016-01-21T11:40;Benthic;;;130;1;28,7;1,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;7,8;7,6;2016-01-21T11:47;2016-01-21T12:02;Pelagic;;;60;2;28,7;1,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;7,8;7,6;2016-01-21T11:47;2016-01-21T12:02;Pelagic;;;65;1;28,7;1,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;7,8;7,6;2016-01-21T11:47;2016-01-21T12:02;Pelagic;;;75;1;28,7;1,5;
Sylt-3 trawl 2;55,028;8,450167;55,037667;8,457;4,3;5,4;2016-02-22T09:11;2016-02-22T09:26;Benthic;;;60;1;29,3;3,6;
Sylt-3 trawl 2;55,028;8,450167;55,037667;8,457;4,3;5,4;2016-02-22T09:11;2016-02-22T09:26;Benthic;;;110;1;29,3;3,6;
Sylt-2 trawl 2;55,036;8,46875;55,0316;8,463283;7,1;11,2;2016-02-22T10:30;2016-02-22T10:45;Benthic;;;70;1;29,2;3,7;
Sylt-2 trawl 2;55,036;8,46875;55,0316;8,463283;7,1;11,2;2016-02-22T10:30;2016-02-22T10:45;Benthic;;;80;1;29,2;3,7;
Sylt-2 trawl 2;55,036;8,46875;55,0316;8,463283;7,1;11,2;2016-02-22T10:30;2016-02-22T10:45;Benthic;;;90;1;29,2;3,7;
Sylt-2 trawl 2;55,036;8,46875;55,0316;8,463283;7,1;11,2;2016-02-22T10:30;2016-02-22T10:45;Benthic;;;110;1;29,2;3,7;
Sylt-2 trawl 2;55,030667;8,4644;55,01715;8,449767;10,2;12,6;2016-02-24T09:10;2016-02-24T09:25;Pelagic;;;65;1;28,4;3,8;
Sylt-5 trawl 2;54,998667;8,427833;54,9925;8,426;6,8;4,2;2016-02-24T09:50;2016-02-24T10:05;Benthic;;;60;1;29;3,6;
Sylt-4 trawl 2;54,9865;8,439667;54,997167;8,43;11,2;8,2;2016-02-24T10:15;2016-02-24T10:30;Benthic;;;110;1;29,1;3,7;
Sylt-4 trawl 2;54,9865;8,439667;54,997167;8,43;11,2;8,2;2016-02-24T10:15;2016-02-24T10:30;Benthic;;;115;1;29,1;3,7;
Sylt-4 trawl 2;54,9865;8,439667;54,997167;8,43;11,2;8,2;2016-02-24T10:15;2016-02-24T10:30;Benthic;;;55;1;29,1;3,7;
Sylt-4 trawl 2;54,9865;8,439667;54,997167;8,43;11,2;8,2;2016-02-24T10:15;2016-02-24T10:30;Benthic;;;60;1;29,1;3,7;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;2,9;2,4;2016-02-24T11:00;2016-02-24T11:15;Benthic;;;65;1;29,1;3,5;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;2,9;2,4;2016-02-24T11:00;2016-02-24T11:15;Benthic;;;90;1;29,1;3,5;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;2,9;2,4;2016-02-24T11:00;2016-02-24T11:15;Benthic;;;95;2;29,1;3,5;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;2,9;2,4;2016-02-24T11:00;2016-02-24T11:15;Benthic;;;100;4;29,1;3,5;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;2,9;2,4;2016-02-24T11:00;2016-02-24T11:15;Benthic;;;105;1;29,1;3,5;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;2,9;2,4;2016-02-24T11:00;2016-02-24T11:15;Benthic;;;115;1;29,1;3,5;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;2,9;2,4;2016-02-24T11:00;2016-02-24T11:15;Benthic;;;120;1;29,1;3,5;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;2,9;2,4;2016-02-24T11:00;2016-02-24T11:15;Benthic;;;60;2;29,1;3,5;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;2,9;2,4;2016-02-24T11:00;2016-02-24T11:15;Benthic;;;70;1;29,1;3,5;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;5,6;8,1;2016-02-24T11:25;2016-02-24T11:40;Benthic;;;75;2;29,1;3,5;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;5,6;8,1;2016-02-24T11:25;2016-02-24T11:40;Benthic;;;105;1;29,1;3,5;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;5,6;8,1;2016-02-24T11:25;2016-02-24T11:40;Benthic;;;70;2;29,1;3,5;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;5,6;8,1;2016-02-24T11:25;2016-02-24T11:40;Benthic;;;110;2;29,1;3,5;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;5,6;8,1;2016-02-24T11:25;2016-02-24T11:40;Benthic;;;80;3;29,1;3,5;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;5,6;8,1;2016-02-24T11:25;2016-02-24T11:40;Benthic;;;100;2;29,1;3,5;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;5,6;8,1;2016-02-24T11:25;2016-02-24T11:40;Benthic;;;60;8;29,1;3,5;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;5,6;8,1;2016-02-24T11:25;2016-02-24T11:40;Benthic;;;95;1;29,1;3,5;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;5,6;8,1;2016-02-24T11:25;2016-02-24T11:40;Benthic;;;65;2;29,1;3,5;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;5,6;8,1;2016-02-24T11:25;2016-02-24T11:40;Benthic;;;85;2;29,1;3,5;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;5,6;8,1;2016-02-24T11:25;2016-02-24T11:40;Benthic;;;55;4;29,1;3,5;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;5,6;8,1;2016-02-24T11:25;2016-02-24T11:40;Benthic;;;50;1;29,1;3,5;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;7,4;6,1;2016-02-24T11:52;2016-02-24T12:07;Pelagic;;;55;2;29,1;3,5;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;7,4;6,1;2016-02-24T11:52;2016-02-24T12:07;Pelagic;;;70;2;29,1;3,5;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;7,4;6,1;2016-02-24T11:52;2016-02-24T12:07;Pelagic;;;65;1;29,1;3,5;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;7,4;6,1;2016-02-24T11:52;2016-02-24T12:07;Pelagic;;;85;1;29,1;3,5;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;7,4;6,1;2016-02-24T11:52;2016-02-24T12:07;Pelagic;;;60;1;29,1;3,5;
Sylt-5 trawl 3;54,998667;8,427833;54,9925;8,426;9,8;5;2016-04-05T12:25;2016-04-05T12:40;Benthic;;;125;1;27,4;8,4;
Sylt-5 trawl 3;54,998667;8,427833;54,9925;8,426;9,8;5;2016-04-05T12:25;2016-04-05T12:40;Benthic;;;120;1;27,4;8,4;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;2,6;2,5;2016-04-06T09:48;2016-04-06T10:03;Benthic;;;120;2;27,3;9,8;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;2,6;2,5;2016-04-06T09:48;2016-04-06T10:03;Benthic;;;180;1;27,3;9,8;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;120;4;27,2;9,5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;90;3;27,2;9,5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;115;5;27,2;9,5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;105;4;27,2;9,5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;100;4;27,2;9,5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;130;2;27,2;9,5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;110;4;27,2;9,5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;95;4;27,2;9,5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;125;3;27,2;9,5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;85;1;27,2;9,5;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;7,5;7,5;2016-04-06T10:35;2016-04-06T10:50;Pelagic;;;130;1;27,2;9,5;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;5,8;4,7;2016-05-19T09:50;2016-05-19T10:05;Benthic;;;130;2;28,1;14;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;5,8;4,7;2016-05-19T09:50;2016-05-19T10:05;Benthic;;;140;1;28,1;14;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;5,8;4,7;2016-05-19T09:50;2016-05-19T10:05;Benthic;;;150;2;28,1;14;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;5,8;4,7;2016-05-19T09:50;2016-05-19T10:05;Benthic;;;80;1;28,1;14;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;5,8;4,7;2016-05-19T09:50;2016-05-19T10:05;Benthic;;;145;1;28,1;14;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;8,8;8,1;2016-05-19T10:27;2016-05-19T10:42;Benthic;;;120;1;28,1;14;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;8,8;8,1;2016-05-19T10:27;2016-05-19T10:42;Benthic;;;70;3;28,1;14;
Sylt-6 trawl 4;54,932333;8,395167;54,940667;8,405833;8,8;8,1;2016-05-19T10:27;2016-05-19T10:42;Benthic;;;65;1;28,1;14;
Sylt-6 trawl 4;54,931667;8,394833;54,944;8,4145;8;6,5;2016-05-19T11:29;2016-05-19T11:44;Pelagic;;;110;1;28,1;14;
Sylt-6 trawl 5;54,932333;8,395167;54,940667;8,405833;4,6;4,2;2016-06-08T10:38;2016-06-08T10:43;Benthic;;;140;1;28,4;19,9;trawl time 5 min
Sylt-6 trawl 5;54,932333;8,395167;54,940667;8,405833;4,6;4,2;2016-06-08T10:38;2016-06-08T10:43;Benthic;;;125;1;28,4;19,9;trawl time 5 min
Sylt-6 trawl 6;54,932333;8,395167;54,940667;8,405833;8,8;5,5;2016-07-14T12:40;2016-07-14T12:55;Benthic;;;155;1;29,7;17,8;
Sylt-6 trawl 6;54,932333;8,395167;54,940667;8,405833;8,8;5,5;2016-07-14T12:40;2016-07-14T12:55;Benthic;;;160;1;29,7;17,8;
Sylt-7 trawl 7;54,940833;8,399833;54,948167;8,416333;1,8;1,8;2016-09-07T10:52;2016-09-07T11:07;Benthic;;;200;1;30;19,3;
Sylt-6 trawl 7;54,932333;8,395167;54,940667;8,405833;5,1;3,8;2016-09-07T11:30;2016-09-07T11:45;Benthic;;;170;1;30;19,3;
Sylt-4 trawl 8;54,9865;8,439667;54,997167;8,43;6,8;7,5;2016-10-17T10:12;2016-10-17T10:27;Benthic;;;190;1;29,3;10,3;
Sylt-6 trawl 8;54,932333;8,395167;54,940667;8,405833;4,7;5,7;2016-10-17T11:45;2016-10-17T12:00;Benthic;;;125;1;29,3;10,4;
Sylt-6 trawl 8;54,932333;8,395167;54,940667;8,405833;4,7;5,7;2016-10-17T11:45;2016-10-17T12:00;Benthic;;;130;3;29,3;10,4;
Sylt-6 trawl 8;54,932333;8,395167;54,940667;8,405833;4,7;5,7;2016-10-17T11:45;2016-10-17T12:00;Benthic;;;140;1;29,3;10,4;
Sylt-6 trawl 8;54,932333;8,395167;54,940667;8,405833;4,7;5,7;2016-10-17T11:45;2016-10-17T12:00;Benthic;;;145;1;29,3;10,4;
Sylt-6 trawl 8;54,931667;8,394833;54,944;8,4145;6,2;6,1;2016-10-17T12:30;2016-10-17T12:45;Pelagic;;;115;2;29,3;10,4;
Sylt-6 trawl 8;54,931667;8,394833;54,944;8,4145;6,2;6,1;2016-10-17T12:30;2016-10-17T12:45;Pelagic;;;125;3;29,3;10,4;
Sylt-6 trawl 8;54,931667;8,394833;54,944;8,4145;6,2;6,1;2016-10-17T12:30;2016-10-17T12:45;Pelagic;;;130;3;29,3;10,4;
Sylt-6 trawl 8;54,931667;8,394833;54,944;8,4145;6,2;6,1;2016-10-17T12:30;2016-10-17T12:45;Pelagic;;;150;1;29,3;10,4;
Sylt-6 trawl 8;54,931667;8,394833;54,944;8,4145;6,2;6,1;2016-10-17T12:30;2016-10-17T12:45;Pelagic;;;155;2;29,3;10,4;
Sylt-6 trawl 8;54,931667;8,394833;54,944;8,4145;6,2;6,1;2016-10-17T12:30;2016-10-17T12:45;Pelagic;;;170;1;29,3;10,4;
Sylt-6 trawl 8;54,931667;8,394833;54,944;8,4145;6,2;6,1;2016-10-17T12:30;2016-10-17T12:45;Pelagic;;;175;1;29,3;10,4;
Sylt-6 trawl 8;54,931667;8,394833;54,944;8,4145;6,2;6,1;2016-10-17T12:30;2016-10-17T12:45;Pelagic;;;185;1;29,3;10,4;
Sylt-7 trawl 8;54,940833;8,399833;54,948167;8,416333;4,1;3,1;2016-10-17T12:58;2016-10-17T13:13;Benthic;;;130;1;29,3;10,4;
Sylt-3 trawl 10;55,028;8,450167;55,037667;8,457;9,4;2,5;2016-11-17T08:57;2016-11-17T09:12;Benthic;;;160;1;29,7;5,5;
Sylt-3 trawl 10;55,028;8,450167;55,037667;8,457;9,4;2,5;2016-11-17T08:57;2016-11-17T09:12;Benthic;;;175;1;29,7;5,5;
Sylt-3 trawl 10;55,028;8,450167;55,037667;8,457;9,4;2,5;2016-11-17T08:57;2016-11-17T09:12;Benthic;;;165;1;29,7;5,5;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;3,9;8,9;2016-11-17T12:20;2016-11-17T12:34;Benthic;;;170;1;28,9;5;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;3,9;8,9;2016-11-17T12:20;2016-11-17T12:34;Benthic;;;145;1;28,9;5;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;3,9;8,9;2016-11-17T12:20;2016-11-17T12:34;Benthic;;;150;1;28,9;5;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;3,9;8,9;2016-11-17T12:20;2016-11-17T12:34;Benthic;;;155;1;28,9;5;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;3,9;8,9;2016-11-17T12:20;2016-11-17T12:34;Benthic;;;190;1;28,9;5;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;3,9;8,9;2016-11-17T12:20;2016-11-17T12:34;Benthic;;;175;1;28,9;5;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;3,9;8,9;2016-11-17T12:20;2016-11-17T12:34;Benthic;;;140;1;28,9;5;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;3,9;8,9;2016-11-17T12:20;2016-11-17T12:34;Benthic;;;135;1;28,9;5;
Sylt-2 trawl 10;55,036;8,46875;55,0316;8,463283;7;12,2;2016-12-14T10:13;2016-12-14T10:27;Benthic;;;175;1;28,2;6,3;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;8,8;5,8;2017-01-17T10:40;2017-01-17T10:55;Benthic;;;140;1;29,1;2,5;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;5,7;7;2017-01-17T12:42;2017-01-17T12:57;Benthic;;;160;2;28,7;1,3;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;5,7;7;2017-01-17T12:42;2017-01-17T12:57;Benthic;;;170;1;28,7;1,3;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;5,7;7;2017-01-17T12:42;2017-01-17T12:57;Benthic;;;130;2;28,7;1,3;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;5,7;7;2017-01-17T12:42;2017-01-17T12:57;Benthic;;;140;1;28,7;1,3;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;3,3;3,1;2017-01-18T10:05;2017-01-18T10:20;Benthic;;;160;1;28,8;2,1;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;3,8;2,6;2017-01-18T10:55;2017-01-18T11:10;Benthic;;;150;1;28,7;1,3;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;4,7;3,2;2017-01-18T11:20;2017-01-18T11:35;Benthic;;;140;1;28,7;1,3;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;4,7;3,2;2017-01-18T11:20;2017-01-18T11:35;Benthic;;;150;1;28,7;1,3;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;6,3;4;2017-01-18T11:45;2017-01-18T12:00;Pelagic;;;135;1;28,7;1,3;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;2;1,6;2017-03-14T10:00;2017-03-14T10:15;Benthic;;;120;1;27,6;5,2;net ripped
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;5,2;1,5;2017-03-15T10:35;2017-03-15T10:50;Benthic;;;120;1;28;5,8;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;11,4;9,9;2018-01-18T08:30;2018-01-18T08:45;Benthic;;;100;1;26,3;2,3;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;1,8;1,4;2018-01-18T09:35;2018-01-18T09:50;Benthic;;;80;1;24,9;1,6;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;1,8;1,4;2018-01-18T09:35;2018-01-18T09:50;Benthic;;;100;1;24,9;1,6;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;1,8;1,4;2018-01-18T09:35;2018-01-18T09:50;Benthic;;;120;3;24,9;1,6;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;1,8;1,4;2018-01-18T09:35;2018-01-18T09:50;Benthic;;;125;2;24,9;1,6;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;4;3,5;2018-01-18T09:50;2018-01-18T10:05;Benthic;;;105;1;26,6;2,4;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;4;3,5;2018-01-18T09:50;2018-01-18T10:05;Benthic;;;110;1;26,6;2,4;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;4;3,5;2018-01-18T09:50;2018-01-18T10:05;Benthic;;;100;3;26,6;2,4;
Sylt-2 trawl 1;55,030667;8,4644;55,01715;8,449767;10,4;9,4;2018-01-18T11:35;2018-01-18T11:50;Pelagic;;;60;1;26,1;2,2;
Sylt-2 trawl 1;55,030667;8,4644;55,01715;8,449767;10,4;9,4;2018-01-18T11:35;2018-01-18T11:50;Pelagic;;;105;1;26,1;2,2;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;9,5;9,5;2018-01-18T11:55;2018-01-18T12:10;Benthic;;;80;1;26,7;2,4;
Sylt-10 trawl 1;54,995833;8,566389;54,989722;8,568611;8,1;4,1;2018-01-18T13:50;2018-01-18T14:05;Benthic;;;80;2;26,1;2,3;
Sylt-10 trawl 1;54,995833;8,566389;54,989722;8,568611;8,1;4,1;2018-01-18T13:50;2018-01-18T14:05;Benthic;;;100;1;26,1;2,3;
Sylt-10 trawl 1;54,995833;8,566389;54,989722;8,568611;8,1;4,1;2018-01-18T13:50;2018-01-18T14:05;Benthic;;;85;2;26,1;2,3;
Sylt-2 trawl 2;55,036;8,463283;55,0316;8,46875;7,5;10,6;2018-02-13T09:30;2018-02-13T09:45;Benthic;;;80;1;27,3;1,9;
Sylt-4 trawl 2;55,000833;8,4315;54,9925;8,4365;11,6;8,8;2018-02-13T12:05;2018-02-13T12:20;Pelagic;;;115;1;27;1,8;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;2,5;2,8;2018-02-13T12:10;2018-02-13T12:25;Benthic;;;125;1;27,6;1,9;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;2,5;2,8;2018-02-13T12:10;2018-02-13T12:25;Benthic;;;100;1;27,6;1,9;
Sylt-10 trawl 2;54,995833;8,566389;54,989722;8,568611;9,1;4,9;2018-02-16T09:35;2018-02-16T09:50;Benthic;;;120;2;25,3;0,7;
Sylt-10 trawl 2;54,995833;8,566389;54,989722;8,568611;9,1;4,9;2018-02-16T09:35;2018-02-16T09:50;Benthic;;;95;1;25,3;0,7;
Sylt-10 trawl 2;54,995833;8,566389;54,989722;8,568611;9,1;4,9;2018-02-16T09:35;2018-02-16T09:50;Benthic;;;100;1;25,3;0,7;
Sylt-10 trawl 2;54,9855;8,583333;54,9885;8,576333;5;6,1;2018-02-16T10:05;2018-02-16T10:20;Pelagic;;;110;1;25,1;0,7;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;2,4;3,8;2018-03-21T14:45;2018-03-21T15:00;Benthic;;;140;1;25,8;1,2;
Sylt-2 trawl 5;55,030667;8,4644;55,01715;8,449767;8,8;7,8;2018-05-17T11:00;2018-05-17T11:15;Pelagic;;;135;1;27,3;17;
Sylt-2 trawl 5;55,030667;8,4644;55,01715;8,449767;8,8;7,8;2018-05-17T11:00;2018-05-17T11:15;Pelagic;;;145;1;27,3;17;
Sylt-7 trawl 6;54,940833;8,399833;54,948167;8,416333;1,6;1,2;2018-06-27T12:05;2018-06-27T12:20;Benthic;;;170;1;30,4;16;16 kg jellyfish, mostly Pleurobrachia
Sylt-7 trawl 10;54,940833;8,399833;54,948167;8,416333;1,2;2,2;2018-12-06T09:42;2018-12-06T09:57;Benthic;;;105;1;30,6;4,5;
Sylt-10 trawl 1;54,995833;8,566389;54,989722;8,568611;6,4;4,9;2019-01-10T11:20;2019-01-10T11:35;Benthic;;;95;1;24,9;2,4;
Sylt-10 trawl 1;54,995833;8,566389;54,989722;8,568611;6,4;4,9;2019-01-10T11:20;2019-01-10T11:35;Benthic;;;90;1;24,9;2,4;
Sylt-10 trawl 1;54,995833;8,566389;54,989722;8,568611;6,4;4,9;2019-01-10T11:20;2019-01-10T11:35;Benthic;;;105;1;24,9;2,4;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;7,2;9,3;2019-01-10T13:25;2019-01-10T13:40;Benthic;;;115;1;29,2;3,2;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,3;1,4;2019-01-10T14:00;2019-01-10T14:15;Benthic;;;140;1;29,1;3;
Sylt-4 trawl 2;54,9865;8,439667;54,997167;8,43;9,6;8,6;2019-03-27T13:30;2019-03-27T13:45;Benthic;;;150;1;31,3;7,4;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;1,2;1,6;2019-04-11T11:15;2010-04-11T11:30;Benthic;;;95;1;;8,2;
Sylt-10 trawl 6;54,995833;8,566389;54,989722;8,568611;4,6;6,5;2019-08-22T10:25;2019-08-22T10:40;Benthic;;;105;1;31,5;18;
Sylt-4 trawl 7;55,000833;8,4315;54,9925;8,4365;11,2;10,9;2019-09-12T11:55;2019-09-12T12:10;Pelagic;;;70;1;30,7;16,6;
Sylt-10 trawl 9;54,995833;8,566389;54,989722;8,568611;5,4;12,9;2019-11-20T11:15;2019-11-20T11:30;Benthic;;;115;1;21,3;6,5;
